product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,revenue,lag_price_diff,lag_price_pct_change,cost_60pct,cost_70pct,cost_80pct,profit_60pct,profit_70pct,profit_80pct,datetime
bed1,bed_bath_table,01-08-2018,8,313.92,16.33375,39.24,39,161,2,350,4,15,23,8,1,8,2018,9.293873313,3800,74,3.9,17.25571429,39.24,4,16.33375,39.24,4,16.33375,39.99,313.92,-0.75,-0.018754689,23.544,27.468,31.392,125.568,94.176,62.784,Aug-18
garden5,garden_tools,01-03-2017,6,419.4,32.68,69.9,36,450,1,9000,4.1,21,23,8,1,3,2017,9.107142857,19656,69.9,4.1,32.68,69.9,4.1,32.68,69.9,4.1,32.68,69.85,419.4,0.05,0.00071582,41.94,48.93,55.92,167.76,125.82,83.88,Mar-17
garden5,garden_tools,01-04-2017,3,247.9,34.21666667,82.63333333,36,450,1,9000,4.1,17,20,10,2,4,2017,7.678571429,19656,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,69.9,247.9,12.73333333,0.182164998,49.58,57.84333333,66.10666666,99.16,74.37,49.58,Apr-17
garden5,garden_tools,01-05-2017,20,1956,39.8975,97.58823529,36,450,1,9000,4.1,34,23,8,1,5,2017,19.04761905,19656,59.9,4.1,19.7325,59.9,4.2,26.24666667,97.58823529,4.1,39.8975,82.63333333,1951.764706,14.95490196,0.180979048,58.55294117,68.3117647,78.07058823,780.7058823,585.5294117,390.3529412,May-17
garden5,garden_tools,01-06-2017,8,712,40.80125,89,36,450,1,9000,4.1,26,22,8,1,6,2017,7.619047619,19656,59.9,4.1,17.67,59.9,4.2,16.26,89,4.1,40.80125,97.58823529,712,-8.58823529,-0.088004822,53.4,62.3,71.2,284.8,213.6,142.4,Jun-17
garden5,garden_tools,01-07-2017,10,890,39.156,89,36,450,1,9000,4.1,74,21,10,1,7,2017,9.523809524,19656,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,89,890,0,0,53.4,62.3,71.2,356,267,178,Jul-17
garden5,garden_tools,01-08-2017,7,683,39.5,97.33333333,36,450,1,9000,4.1,113,23,8,1,8,2017,6.666666667,19656,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,89,681.3333333,8.33333333,0.093632959,58.4,68.13333333,77.86666666,272.5333333,204.4,136.2666667,Aug-17
garden5,garden_tools,01-09-2017,9,891,39.01888889,99,36,450,1,9000,4.1,115,21,9,1,9,2017,8.571428571,19656,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,97.33333333,891,1.66666667,0.017123288,59.4,69.3,79.2,356.4,267.3,178.2,Sep-17
garden5,garden_tools,01-10-2017,14,1386,45.77642857,99,36,450,1,9000,4.1,146,22,9,2,10,2017,13.33333333,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,99,1386,0,0,59.4,69.3,79.2,554.4,415.8,277.2,Oct-17
garden5,garden_tools,01-11-2017,17,1683,32.86352941,99,36,450,1,9000,4.1,339,22,8,4,11,2017,16.19047619,19656,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,99,1683,0,0,59.4,69.3,79.2,673.2,504.9,336.6,Nov-17
garden5,garden_tools,01-12-2017,11,1089,38.05545455,99,36,450,1,9000,4.1,184,21,10,1,12,2017,10.47619048,19656,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,99,1089,0,0,59.4,69.3,79.2,435.6,326.7,217.8,Dec-17
garden5,garden_tools,01-01-2018,4,398,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,50,19656,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,99,398,0.5,0.005050505,59.7,69.65,79.6,159.2,119.4,79.6,Jan-18
garden5,garden_tools,01-02-2018,2,202,43.555,101,36,450,1,9000,4.1,160,20,8,2,2,2018,25,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,99.5,202,1.5,0.015075377,60.6,70.7,80.8,80.8,60.6,40.4,Feb-18
garden5,garden_tools,01-03-2018,1,101,67.02,101,36,450,1,9000,4.1,116,22,9,1,3,2018,9.107142857,19656,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,101,101,0,0,60.6,70.7,80.8,40.4,30.3,20.2,Mar-18
garden5,garden_tools,01-04-2018,1,101,79.76,101,36,450,1,9000,4.1,111,21,9,1,4,2018,7.678571429,19656,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,101,101,0,0,60.6,70.7,80.8,40.4,30.3,20.2,Apr-18
consoles1,consoles_games,01-07-2017,13,258.7,13.47307692,19.9,49,100,4,150,4.2,13,21,10,1,7,2017,7.59180791,2304,19.9,4.2,13.47307692,19.9,3.9,11.85,19.9,4.2,13.47307692,19.85,258.7,0.05,0.002518892,11.94,13.93,15.92,103.48,77.61,51.74,Jul-17
consoles1,consoles_games,01-08-2017,24,477.6,16.16375,19.9,49,100,4,150,4.2,33,23,8,1,8,2017,20.33898305,2304,19.9,4.2,16.16375,19.9,3.9,15.83272727,19.9,4.2,16.16375,19.9,477.6,0,0,11.94,13.93,15.92,191.04,143.28,95.52,Aug-17
consoles1,consoles_games,01-09-2017,9,179.1,16.13333333,19.9,49,100,4,150,4.2,17,21,9,1,9,2017,7.627118644,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,4.2,16.13333333,19.9,179.1,0,0,11.94,13.93,15.92,71.64,53.73,35.82,Sep-17
consoles1,consoles_games,01-10-2017,28,603.2,13.53428571,21.54285714,49,100,4,150,4.2,38,22,9,2,10,2017,23.72881356,2304,21.54285714,4.2,13.53428571,20.66666667,3.9,12.80333333,21.54285714,4.2,13.53428571,19.9,603.1999999,1.64285714,0.082555635,12.92571428,15.08,17.23428571,241.28,180.96,120.64,Oct-17
consoles1,consoles_games,01-11-2017,28,686,13.64535714,24.5,49,100,4,150,4.2,49,22,8,4,11,2017,23.72881356,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,4.2,13.64535714,21.54285714,686,2.95714286,0.137267905,14.7,17.15,19.6,274.4,205.8,137.2,Nov-17
consoles1,consoles_games,01-12-2017,16,392,12.87375,24.5,49,100,4,150,4.2,30,21,10,1,12,2017,13.55932203,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,4.2,12.87375,24.5,392,0,0,14.7,17.15,19.6,156.8,117.6,78.4,Dec-17
consoles1,consoles_games,01-02-2018,5,162.5,15.256,32.5,49,100,4,150,4.2,6,20,8,2,2,2018,20.83333333,2304,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,32.45,162.5,0.05,0.001540832,19.5,22.75,26,65,48.75,32.5,Feb-18
consoles1,consoles_games,01-03-2018,6,195,18.05666667,32.5,49,100,4,150,4.2,13,22,9,1,3,2018,25,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,32.5,195,0,0,19.5,22.75,26,78,58.5,39,Mar-18
consoles1,consoles_games,01-04-2018,7,245.4,12.98571429,35.05714286,49,100,4,150,4.2,13,21,9,1,4,2018,29.16666667,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5,245.4,2.55714286,0.078681319,21.03428572,24.54,28.04571429,98.16000001,73.62000001,49.08,Apr-18
consoles1,consoles_games,01-05-2018,3,108.6,15.87,36.2,49,100,4,150,4.2,3,23,8,3,5,2018,12.5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286,108.6,1.14285714,0.032599837,21.72,25.34,28.96,43.44,32.58,21.72,May-18
consoles1,consoles_games,01-06-2018,2,72.4,18.35,36.2,49,100,4,150,4.2,2,21,9,0,6,2018,8.333333333,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2,72.4,0,0,21.72,25.34,28.96,28.96,21.72,14.48,Jun-18
consoles1,consoles_games,01-07-2018,1,36.2,22.18,36.2,49,100,4,150,4.2,1,22,9,1,7,2018,7.59180791,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2,36.2,0,0,21.72,25.34,28.96,14.48,10.86,7.24,Jul-18
garden7,garden_tools,01-04-2017,1,59.9,17.16,59.9,57,339,2,1800,4.2,17,20,10,2,4,2017,7.879612825,32560,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,59.85,59.9,0.05,0.000835422,35.94,41.93,47.92,23.96,17.97,11.98,Apr-17
garden7,garden_tools,01-05-2017,1,59.9,13.44,59.9,57,339,2,1800,4.2,34,23,8,1,5,2017,8.756805808,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9,59.9,0,0,35.94,41.93,47.92,23.96,17.97,11.98,May-17
garden7,garden_tools,01-07-2017,4,239.6,17.67,59.9,57,339,2,1800,4.2,74,21,10,1,7,2017,8.711433757,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85,239.6,0.05,0.000835422,35.94,41.93,47.92,95.84,71.88,47.92,Jul-17
garden7,garden_tools,01-08-2017,6,359.4,16.26,59.9,57,339,2,1800,4.2,113,23,8,1,8,2017,11.31276467,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,359.4,0,0,35.94,41.93,47.92,143.76,107.82,71.88,Aug-17
garden7,garden_tools,01-09-2017,5,299.5,16.782,59.9,57,339,2,1800,4.2,115,21,9,1,9,2017,8.620689655,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,299.5,0,0,35.94,41.93,47.92,119.8,89.85,59.9,Sep-17
garden7,garden_tools,01-10-2017,11,658.9,14.80727273,59.9,57,339,2,1800,4.2,146,22,9,2,10,2017,18.96551724,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,658.9,0,0,35.94,41.93,47.92,263.56,197.67,131.78,Oct-17
garden7,garden_tools,01-11-2017,20,1043.6,16.016,51.32222222,57,339,2,1800,4.2,339,22,8,4,11,2017,34.48275862,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,1026.444444,-8.57777778,-0.143201632,30.79333333,35.92555555,41.05777778,410.5777778,307.9333333,205.2888889,Nov-17
garden7,garden_tools,01-12-2017,10,571.8,18.103,56.97777778,57,339,2,1800,4.2,184,21,10,1,12,2017,17.24137931,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222,569.7777778,5.65555556,0.110197012,34.18666667,39.88444445,45.58222222,227.9111111,170.9333333,113.9555556,Dec-17
garden7,garden_tools,01-01-2018,11,548.9,21.98272727,49.9,57,339,2,1800,4.2,137,23,8,2,1,2018,19.29824561,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,56.97777778,548.9,-7.07777778,-0.124219969,29.94,34.93,39.92,219.56,164.67,109.78,Jan-18
garden7,garden_tools,01-02-2018,8,411.2,14.08375,51.4,57,339,2,1800,4.2,160,20,8,2,2,2018,14.03508772,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,411.2,1.5,0.03006012,30.84,35.98,41.12,164.48,123.36,82.24,Feb-18
garden7,garden_tools,01-03-2018,3,161.7,21.35,53.9,57,339,2,1800,4.2,116,22,9,1,3,2018,5.263157895,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4,161.7,2.5,0.048638132,32.34,37.73,43.12,64.68,48.51,32.34,Mar-18
garden7,garden_tools,01-04-2018,8,431.2,19.56375,53.9,57,339,2,1800,4.2,111,21,9,1,4,2018,7.879612825,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9,431.2,0,0,32.34,37.73,43.12,172.48,129.36,86.24,Apr-18
garden7,garden_tools,01-05-2018,9,477.1,16.46,52.9,57,339,2,1800,4.2,102,23,8,3,5,2018,8.756805808,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,476.1,-1,-0.018552876,31.74,37.03,42.32,190.44,142.83,95.22,May-18
garden7,garden_tools,01-06-2018,5,249.5,23.122,49.9,57,339,2,1800,4.2,58,21,9,0,6,2018,8.771929825,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,52.9,249.5,-3,-0.056710775,29.94,34.93,39.92,99.8,74.85,49.9,Jun-18
garden7,garden_tools,01-07-2018,6,299.4,20.99,49.9,57,339,2,1800,4.2,54,22,9,1,7,2018,8.711433757,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,299.4,0,0,29.94,34.93,39.92,119.76,89.82,59.88,Jul-18
garden7,garden_tools,01-08-2018,7,349.3,24.48142857,49.9,57,339,2,1800,4.2,46,23,8,1,8,2018,11.31276467,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,349.3,0,0,29.94,34.93,39.92,139.72,104.79,69.86,Aug-18
health9,health_beauty,01-02-2017,11,219.89,11.75090909,19.99,48,575,1,100,4.3,19,20,8,2,2,2017,14.94444444,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94,219.89,0.05,0.002507523,11.994,13.993,15.992,87.956,65.967,43.978,Feb-17
health9,health_beauty,01-03-2017,9,179.91,13.81888889,19.99,48,575,1,100,4.3,25,23,8,1,3,2017,9.142857143,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99,179.91,0,0,11.994,13.993,15.992,71.964,53.973,35.982,Mar-17
health9,health_beauty,01-04-2017,13,259.87,18.03846154,19.99,48,575,1,100,4.3,23,20,10,2,4,2017,5.777777778,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99,259.87,0,0,11.994,13.993,15.992,103.948,77.961,51.974,Apr-17
health9,health_beauty,01-05-2017,16,319.84,14.8475,19.99,48,575,1,100,4.3,41,23,8,1,5,2017,9.805555556,4500,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,19.99,319.84,0,0,11.994,13.993,15.992,127.936,95.952,63.968,May-17
health9,health_beauty,01-06-2017,21,419.79,12.68333333,19.99,48,575,1,100,4.3,53,22,8,1,6,2017,7.345238095,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99,419.79,0,0,11.994,13.993,15.992,167.916,125.937,83.958,Jun-17
health9,health_beauty,01-07-2017,29,579.71,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,7,2017,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99,579.71,0,0,11.994,13.993,15.992,231.884,173.913,115.942,Jul-17
health9,health_beauty,01-08-2017,28,651.72,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,8,2017,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99,655.1274075,3.40740741,0.170455598,14.03844445,16.37818519,18.71792593,262.050963,196.5382222,131.0254815,Aug-17
health9,health_beauty,01-09-2017,24,575.76,16.12,23.99,48,575,1,100,4.3,89,21,9,1,9,2017,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741,575.76,0.59259259,0.025327276,14.394,16.793,19.192,230.304,172.728,115.152,Sep-17
health9,health_beauty,01-10-2017,27,647.73,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,10,2017,12,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99,647.73,0,0,14.394,16.793,19.192,259.092,194.319,129.546,Oct-17
health9,health_beauty,01-11-2017,28,671.72,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,11,2017,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99,671.72,0,0,14.394,16.793,19.192,268.688,201.516,134.344,Nov-17
health9,health_beauty,01-12-2017,19,455.81,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,12,2017,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99,455.81,0,0,14.394,16.793,19.192,182.324,136.743,91.162,Dec-17
health9,health_beauty,01-01-2018,19,455.81,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99,455.81,0,0,14.394,16.793,19.192,182.324,136.743,91.162,Jan-18
health9,health_beauty,01-02-2018,14,335.86,12.55,23.99,48,575,1,100,4.3,126,20,8,2,2,2018,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99,335.86,0,0,14.394,16.793,19.192,134.344,100.758,67.172,Feb-18
health9,health_beauty,01-03-2018,8,191.92,14.19875,23.99,48,575,1,100,4.3,169,22,9,1,3,2018,9.142857143,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99,191.92,0,0,14.394,16.793,19.192,76.768,57.576,38.384,Mar-18
health9,health_beauty,01-05-2018,7,167.93,7.988571429,23.99,48,575,1,100,4.3,159,23,8,3,5,2018,9.805555556,4500,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,23.94,167.93,0.05,0.002088555,14.394,16.793,19.192,67.172,50.379,33.586,May-18
health9,health_beauty,01-06-2018,3,71.97,16.27,23.99,48,575,1,100,4.3,131,21,9,0,6,2018,7.345238095,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99,71.97,0,0,14.394,16.793,19.192,28.788,21.591,14.394,Jun-18
health9,health_beauty,01-07-2018,3,71.97,18.81,23.99,48,575,1,100,4.3,113,22,9,1,7,2018,9.123015873,4500,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,23.99,71.97,0,0,14.394,16.793,19.192,28.788,21.591,14.394,Jul-18
health9,health_beauty,01-08-2018,2,47.98,16.77,23.99,48,575,1,100,4.3,127,23,8,1,8,2018,8.007936508,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99,47.98,0,0,14.394,16.793,19.192,19.192,14.394,9.596,Aug-18
cool4,cool_stuff,01-07-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,42,21,10,1,7,2017,1.428571429,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94,134.99,0.05,0.000370535,80.994,94.493,107.992,53.996,40.497,26.998,Jul-17
cool4,cool_stuff,01-08-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,39,23,8,1,8,2017,1.428571429,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99,134.99,0,0,80.994,94.493,107.992,53.996,40.497,26.998,Aug-17
cool4,cool_stuff,01-10-2017,12,1763.88,18.755,146.99,40,1456,1,2425,3.8,33,22,9,2,10,2017,17.14285714,16530,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,146.94,1763.88,0.05,0.000340275,88.194,102.893,117.592,705.552,529.164,352.776,Oct-17
cool4,cool_stuff,01-11-2017,27,4248.73,20.83703704,157.3603704,40,1456,1,2425,3.8,42,22,8,4,11,2017,38.57142857,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,146.99,4248.730001,10.3703704,0.070551537,94.41622224,110.1522593,125.8882963,1699.492,1274.619,849.7460002,Nov-17
cool4,cool_stuff,01-12-2017,29,4842.71,24.47137931,166.99,40,1456,1,2425,3.8,38,21,10,1,12,2017,41.42857143,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,157.3603704,4842.71,9.6296296,0.061194757,100.194,116.893,133.592,1937.084,1452.813,968.542,Dec-17
cool4,cool_stuff,01-01-2018,13,2170.87,25.28615385,166.99,40,1456,1,2425,3.8,102,23,8,2,1,2018,34.21052632,16530,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99,2170.87,0,0,100.194,116.893,133.592,868.348,651.261,434.174,Jan-18
cool4,cool_stuff,01-02-2018,8,1415.92,22.87625,176.99,40,1456,1,2425,3.8,20,20,8,2,2,2018,21.05263158,16530,99.99,4.2,13.72,129.99,4.3,16.71,176.99,3.8,22.87625,166.99,1415.92,10,0.059883825,106.194,123.893,141.592,566.368,424.776,283.184,Feb-18
cool4,cool_stuff,01-03-2018,11,1911.89,23.95454545,173.8081818,40,1456,1,2425,3.8,45,22,9,1,3,2018,28.94736842,16530,99.99,4.2,20.78,129.99,4.3,18.49,35,4.4,16.25615385,176.99,1911.89,-3.1818182,-0.01797739,104.2849091,121.6657273,139.0465454,764.7559999,573.5669999,382.378,Mar-18
cool4,cool_stuff,01-04-2018,6,1019.94,24.87833333,169.99,40,1456,1,2425,3.8,18,21,9,1,4,2018,15.78947368,16530,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35,4.4,14.845,173.8081818,1019.94,-3.8181818,-0.021967791,101.994,118.993,135.992,407.976,305.982,203.988,Apr-18
health3,health_beauty,01-01-2018,1,110.99,44.63,110.99,50,1257,1,700,4.1,98,23,8,2,1,2018,0.641025641,5700,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,110.94,110.99,0.05,0.000450694,66.594,77.693,88.792,44.396,33.297,22.198,Jan-18
health3,health_beauty,01-02-2018,2,221.98,20.55,110.99,50,1257,1,700,4.1,126,20,8,2,2,2018,1.282051282,5700,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,110.99,221.98,0,0,66.594,77.693,88.792,88.792,66.594,44.396,Feb-18
health3,health_beauty,01-03-2018,9,998.91,38.19222222,110.99,50,1257,1,700,4.1,169,22,9,1,3,2018,5.769230769,5700,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,110.99,998.91,0,0,66.594,77.693,88.792,399.564,299.673,199.782,Mar-18
health3,health_beauty,01-04-2018,13,1514.87,37.09153846,116.5284615,50,1257,1,700,4.1,118,21,9,1,4,2018,8.333333333,5700,116.5284615,4.1,37.09153846,79.99,4.1,14.485,58.99,3.9,16.30272727,110.99,1514.87,5.5384615,0.049900545,69.9170769,81.56992305,93.2227692,605.9479998,454.4609999,302.9739999,Apr-18
